line_id,scene_id,order,beat,line_type,speaker,text_ko,emotion,condition,choice_id,next_or_effect,stage_direction,voice_required,branch_group,implementation_note
D7-01_010,D7-01,10,choice,choice,PLAYER_CHOICE,서비스 레일 지름길 차단,choice,,D7-01_C2,flag:rail_intercept; trust_owen:+1; evidence:module_case,UI choice,N,D7-01_CHASE,
D7-01_011,D7-01,11,chase,branch_response,ADRIAN,"마커스, 주 복도 양 끝을 막으세요. 이블린, 멈추십시오.",commanding,choice(D7-01_C1),,,VAULT,Y,D7-01_CHASE,
D7-01_012,D7-01,12,chase,branch_response,NARRATION,승객 몇 명이 경보와 추격을 목격했다. 이블린은 엘리베이터 앞에서 가방을 내려놓았지만 소문은 이미 퍼졌다.,observe,choice(D7-01_C1),,publicAnxiety:+5; flag:module_case_seized,VAULT,N,D7-01_CHASE,
D7-01_013,D7-01,13,chase,branch_response,ADRIAN,"그녀는 주 복도를 미끼로 쓸 겁니다. 오언, 레일 점검 통로의 7-비 분기를 잠그세요.",focused,choice(D7-01_C2),,,VAULT,Y,D7-01_CHASE,
D7-01_014,D7-01,14,chase,branch_response,OWEN,분기 잠금 완료. 서비스 도어가 자동으로 닫힙니다.,urgent,choice(D7-01_C2),,,VAULT,Y,D7-01_CHASE,
D7-01_015,D7-01,15,chase,branch_response,NARRATION,이블린은 막힌 통로 앞에서 멈췄다. 가방 손잡이에 레일용 걸쇠가 달려 있었다.,observe,choice(D7-01_C2),,trust_owen:+1; flag:module_case_seized; flag:rail_hook_seen,VAULT,N,D7-01_CHASE,
D7-01_016,D7-01,16,inspection,narration,NARRATION,[조사: 가짜 화재경보 패킷],observe,,,,VAULT,N,,
D7-01_017,D7-01,17,inspection,inspection,ADRIAN,경보 발신 계정은 운영 관리자. 발신 단말은 이블린의 업무 태블릿과 동일한 보안 인증서를 사용했다.,focused,,,,VAULT,Y,,
D7-01_018,D7-01,18,evidence,system,SYSTEM,단서 획득: 보조 단서: 가짜 화재경보,system,,,flag:false_alarm_evelyn_device,UI,N,,
D7-01_019,D7-01,19,inspection,narration,NARRATION,[조사: 교체 모듈],observe,,,,VAULT,N,,
D7-01_020,D7-01,20,inspection,inspection,ADRIAN,가방 안 모듈은 외형만 같은 빈 셸이다. 금고 원본과 바꿔치기해 파괴 시간을 벌려 했다.,focused,,,,VAULT,Y,,
D7-01_021,D7-01,21,evidence,system,SYSTEM,단서 획득: 보조 단서: 모듈 교체,system,,,flag:module_swap_attempt,UI,N,,
D7-01_022,D7-01,22,justification,dialogue,EVELYN,원본은 회사와 승객 모두에게 위험합니다. 과거 하나 때문에 현재 천이백 명을 공포에 빠뜨릴 건가요?,cool,,,,VAULT,Y,,
D7-01_023,D7-01,23,justification,dialogue,ADRIAN,당신은 위험을 없애는 게 아니라 증거를 없애려 했습니다.,firm,,,,VAULT,Y,,
D7-01_024,D7-01,24,justification,dialogue,EVELYN,둘은 때때로 같은 일입니다.,cold,,,,VAULT,Y,,
D7-01_025,D7-01,25,justification,dialogue,THOMAS,그 말 때문에 15년을 침묵했소. 오늘은 아니오.,resolved,,,,VAULT,Y,,
D7-01_026,D7-01,26,close,system,SYSTEM,이블린 의심 확정: 가짜 경보와 모듈 교체 시도. 업무 장비 압수 논리가 해금됩니다.,system,,,scene_unlock:D7-02,UI,N,,
D7-02_001,D7-02,1,opening,narration,NARRATION,압수된 장비 목록 위에 산업용 전면 보호면이 놓였다. 겉은 깨끗했지만 안쪽 고무 씰에는 작은 흰 얼룩이 남아 있었다.,observe,D7-01,,,FORENSIC,N,,
D7-02_002,D7-02,2,evidence,dialogue,HELENA,보호면 안쪽에서 타액과 피부세포를 채취했습니다. 혼합 시료예요.,clinical,,,,FORENSIC,Y,,
D7-02_003,D7-02,3,evidence,dialogue,ADRIAN,바깥이 아니라 안쪽이라면 착용자와 밀착 접촉한 사람만 남길 수 있습니다.,focused,,,,FORENSIC,Y,,
D7-02_004,D7-02,4,inspection,narration,NARRATION,[조사: 보호면 내부 DNA],observe,,,,FORENSIC,N,,
D7-02_005,D7-02,5,inspection,inspection,ADRIAN,"주 시료는 이블린, 미량 시료는 다니엘과 일치한다. 다니엘이 보호면을 잡아당기거나 얼굴 가까이에서 저항한 흔적이다.",focused,,,,FORENSIC,Y,,
D7-02_006,D7-02,6,evidence,system,SYSTEM,단서 획득: C-16 보호면 DNA,system,,,evidence:C-16,UI,N,,
D7-02_007,D7-02,7,inspection,narration,NARRATION,[조사: 손톱 수지 비교],observe,,,,FORENSIC,N,,
D7-02_008,D7-02,8,inspection,inspection,ADRIAN,다니엘 손톱 아래 투명 수지와 이블린 보호면 코팅의 미세 균열 패턴이 일치한다.,focused,,,,FORENSIC,Y,,
D7-02_009,D7-02,9,evidence,system,SYSTEM,단서 획득: 보조 단서: 손톱 수지,system,,,flag:visor_resin_match,UI,N,,
D7-02_010,D7-02,10,evidence,dialogue,HELENA,다니엘이 살아 있을 때 긁었습니다. 사후 접촉으로는 손톱 깊숙이 이 정도가 들어가기 어려워요.,firm,,,,FORENSIC,Y,,
D7-02_011,D7-02,11,evidence,dialogue,ADRIAN,"이블린은 질소 퍼지 중 보호면을 썼고, 다니엘이 마지막으로 저항했습니다.",grim,,,,FORENSIC,Y,,
D7-02_012,D7-02,12,puzzle,system,SYSTEM,압수 영장 논리 퍼즐: 업무 장비 압수의 근거 세 요소를 선택하세요.,tutorial,,,,Evidence Logic UI,N,,
D7-02_013,D7-02,13,choice,choice,PLAYER_CHOICE,가짜 화재경보가 이블린 단말에서 발신됨,choice,,D7-02_L1,logic:device_link,UI choice,N,D7-02_LOGIC,
D7-02_014,D7-02,14,choice,choice,PLAYER_CHOICE,보호면 파편이 다니엘 손톱에서 발견됨,choice,,D7-02_L2,logic:material_link,UI choice,N,D7-02_LOGIC,
D7-02_015,D7-02,15,choice,choice,PLAYER_CHOICE,질소 퍼지에는 보호 장비가 필요함,choice,,D7-02_L3,logic:necessity,UI choice,N,D7-02_LOGIC,
D7-02_016,D7-02,16,choice,choice,PLAYER_CHOICE,이블린의 말투가 익명 제보자와 유사함,choice,,D7-02_L4,logic:weak_style,UI choice,N,D7-02_LOGIC,
D7-02_017,D7-02,17,choice,choice,PLAYER_CHOICE,리처드가 이블린을 신뢰함,choice,,D7-02_L5,logic:irrelevant,UI choice,N,D7-02_LOGIC,
D7-02_018,D7-02,18,conclusion,dialogue,ADRIAN,"단말 연결, 재질 연결, 장비 필요성이 모두 있으면 압수는 범행 도구 특정에 필요한 최소 조치입니다.",focused,"logic_complete(device_link,material_link,necessity)",,,FORENSIC,Y,,
D7-02_019,D7-02,19,puzzle,puzzle_feedback,ADRIAN,문체 유사성은 수사 방향에는 도움이 되지만 장비 압수의 직접 근거로는 약합니다.,focused,selected=weak_style,,,Puzzle,Y,,
D7-02_020,D7-02,20,puzzle,puzzle_feedback,ADRIAN,신뢰 관계는 물증과 무관합니다.,focused,selected=irrelevant,,,Puzzle,Y,,
D7-02_021,D7-02,21,puzzle,puzzle_feedback,ADRIAN,압수 장비에서 다니엘 DNA가 확인됐습니다. 이블린과 피해자의 직접 접촉이 물증으로 연결됩니다.,realization,puzzle_correct,,evidence:C-16,Puzzle complete,Y,,
D7-02_022,D7-02,22,conclusion,dialogue,HELENA,이제 그녀가 밸러스트에 없었다는 주장과 DNA가 정면으로 충돌합니다.,focused,,,,FORENSIC,Y,,
D7-02_023,D7-02,23,conclusion,dialogue,ADRIAN,"문체는 제보자를 가리켰고, 권한은 장치를 가리켰고, DNA는 살해 순간을 가리킵니다.",realization,,,,FORENSIC,Y,,
D7-02_024,D7-02,24,puzzle_hint,hint,UI_HINT,법적 논리는 ‘누가 수상한가’보다 ‘왜 이 장비를 검사해야 하는가’에 집중합니다.,hint1,hint_level=1,,,Hint UI,N,,
D7-02_025,D7-02,25,puzzle_hint,hint,UI_HINT,장비와 범행을 물리적으로 연결하는 단서 두 개와 필요성 하나를 고르세요.,hint2,hint_level=2,,,Hint UI,N,,
D7-02_026,D7-02,26,puzzle_hint,hint,UI_HINT,가짜 경보 단말 / 손톱 수지 / 질소 보호 필요를 선택하세요.,hint3,hint_level=3,,,Hint UI,N,,
D7-02_027,D7-02,27,close,system,SYSTEM,최종 물증 C-16 획득. 오르페우스 호 모듈 복원 작업이 해금됩니다.,system,,,scene_unlock:D7-03,UI,N,,
D7-03_001,D7-03,1,opening,narration,NARRATION,기록실 스피커에서 15년 전 폭풍 소리가 끊어진 문장 사이로 밀려 나왔다. 오언은 손상된 음성 조각을 주파수별로 분리했다.,observe,D7-02,,,ARCHIVE,N,,
D7-03_002,D7-03,2,setup,dialogue,OWEN,"세 채널입니다. 브리지, 밸러스트 별실, 비상 무전. 겹친 구간을 시간 코드로 맞추면 대화가 복원됩니다.",focused,,,,ARCHIVE,Y,,
D7-03_003,D7-03,3,puzzle,system,SYSTEM,음성 복원 퍼즐: 잡음 속 문장 조각을 시간 코드와 화자별로 배열하세요.,tutorial,,,,Audio Puzzle,N,,
D7-03_004,D7-03,4,recording,recording,JULIAN_RECORD,밸브 응답이 이상합니다. 수동 잠금을 걸겠습니다.,urgent,audio_step=1,,,Recording,Y,,
D7-03_005,D7-03,5,recording,recording,EVELYN_RECORD,잠금을 해제하세요. 보험 조건은 전손 판정이 필요합니다.,controlled,audio_step=2,,,Recording,Y,,
D7-03_006,D7-03,6,recording,recording,JULIAN_RECORD,승객이 탔습니다. 이대로 밸브를 열면 사고가 아니라 살인이에요.,horrified,audio_step=3,,,Recording,Y,,
D7-03_007,D7-03,7,recording,recording,EVELYN_RECORD,회사는 오늘 밤을 넘기지 못합니다. 피해를 제한하려면 지금 결정해야 해요.,cold,audio_step=4,,,Recording,Y,,
D7-03_008,D7-03,8,recording,recording,JULIAN_RECORD,아버지는 아무것도 몰라요. 지금 멈춰요.,desperate,audio_step=5,,,Recording,Y,,
D7-03_009,D7-03,9,recording,recording,EVELYN_RECORD,당신 아버지가 몰랐다고 해서 회사가 살아나는 건 아니에요.,controlled,audio_step=6,,,Recording,Y,,
D7-03_010,D7-03,10,recording,recording,THOMAS_RECORD,밸러스트 수위 급변! 누가 수동 잠금을 해제했나?,urgent,audio_step=7,,,Recording,Y,,
D7-03_011,D7-03,11,recording,recording,JULIAN_RECORD,이블린 쇼입니다. 로그를 보존하세요. 아버지에게—,fading,audio_step=8,,,Recording,Y,,
D7-03_012,D7-03,12,recording,dialogue,NARRATION,기록은 금속 파열음과 함께 끊겼다.,ARCHIVE,audio_step=8,,,,N,,
D7-03_013,D7-03,13,puzzle,puzzle_feedback,ADRIAN,브리지 채널을 먼저 놓으면 이블린의 명령과 줄리언의 반박 순서가 뒤집힙니다.,focused,audio_wrong=channel_order,,,Puzzle,Y,,
D7-03_014,D7-03,14,puzzle,puzzle_feedback,ADRIAN,‘아버지는 아무것도 몰라요’는 사고 뒤가 아니라 밸브 해제 직전입니다. 리처드의 무지를 직접 증명하는 구간입니다.,focused,audio_wrong=richard_line,,,Puzzle,Y,,
D7-03_015,D7-03,15,puzzle,puzzle_feedback,ADRIAN,"복원 완료. 오르페우스 호 보험사기와 밸러스트 조작 설계자는 이블린이며, 리처드는 사전에 알지 못했습니다.",realization,puzzle_correct,,evidence:C-17,Puzzle complete,Y,,
D7-03_016,D7-03,16,aftermath,dialogue,RICHARD,줄리언… 내가 너를 범인으로 만들었구나.,broken,,,,ARCHIVE,Y,,
D7-03_017,D7-03,17,aftermath,dialogue,THOMAS,그 아이는 끝까지 배를 살리려 했습니다. 내가 그 목소리를 더 일찍 복구했어야 했소.,guilty,,,,ARCHIVE,Y,,
D7-03_018,D7-03,18,aftermath,dialogue,OWEN,원본 메타데이터도 이블린의 운영 키를 가리킵니다. 음성만이 아니라 명령 로그도 맞습니다.,firm,,,,ARCHIVE,Y,,
D7-03_019,D7-03,19,aftermath,dialogue,ADRIAN,리처드는 은폐자였지만 설계자는 아니었습니다. 두 죄를 분리해야 진실이 완성됩니다.,focused,,,,ARCHIVE,Y,,
D7-03_020,D7-03,20,trust_bonus,dialogue,RICHARD,내 죄도 공개하시오. 줄리언의 이름을 되찾는 데 회사가 무너져야 한다면… 이번에는 비용을 내가 치르겠소.,resolved,trust_richard>=3,,,ARCHIVE,Y,,
D7-03_021,D7-03,21,trust_alt,dialogue,RICHARD,이블린을 잡으시오. 나머지는 귀항 뒤 법무팀과 정리하겠소.,guarded,trust_richard<3,,,ARCHIVE,Y,,
D7-03_022,D7-03,22,puzzle_hint,hint,UI_HINT,같은 시간 코드의 브리지와 밸러스트 채널을 짝지으세요.,hint1,hint_level=1,,,Hint UI,N,,
D7-03_023,D7-03,23,puzzle_hint,hint,UI_HINT,줄리언의 ‘승객이 탔습니다’ 다음에 이블린의 회사 생존 논리가 이어집니다.,hint2,hint_level=2,,,Hint UI,N,,
D7-03_024,D7-03,24,puzzle_hint,hint,UI_HINT,‘아버지는 아무것도 몰라요’를 밸브 해제 직전 구간에 놓으세요.,hint3,hint_level=3,,,Hint UI,N,,
D7-03_025,D7-03,25,close,system,SYSTEM,C-17 오르페우스 호 음성 획득. 과거 사건의 설계자와 은폐자가 분리되었습니다.,system,,,scene_unlock:D7-04,UI,N,,
D7-04_001,D7-04,1,opening,narration,NARRATION,"해 질 무렵, 이블린은 난간에 기대지 않은 채 바다를 바라보고 있었다. 손에 든 것은 계약서도 무기도 아닌, 다니엘의 위조 초대장 사본이었다.",observe,D7-03,,,PROMENADE,N,,
D7-04_002,D7-04,2,offer,dialogue,EVELYN,"회장님은 은폐를 인정할 겁니다. 조사관 매수, 기록 삭제, 보험금 수령. 대중은 복잡한 설계자보다 익숙한 악인을 원하죠.",controlled,,,,PROMENADE,Y,,
D7-04_003,D7-04,3,offer,dialogue,ADRIAN,그래서 다니엘도 리처드만 보게 만들었습니다.,focused,,,,PROMENADE,Y,,
D7-04_004,D7-04,4,offer,dialogue,EVELYN,다니엘은 보고 싶은 것을 봤습니다. 저는 문을 열어 줬을 뿐이에요.,cool,,,,PROMENADE,Y,,
D7-04_005,D7-04,5,offer,dialogue,ADRIAN,"그 문은 밸러스트로 이어졌고, 뒤에서는 잠겼습니다.",firm,,,,PROMENADE,Y,,
D7-04_006,D7-04,6,offer,dialogue,EVELYN,증명할 수 있는 것은 초대와 금고 접근뿐입니다. 살해 순간의 이야기는 당신의 조립품이죠.,cold,,,,PROMENADE,Y,,
D7-04_007,D7-04,7,offer,dialogue,ADRIAN,보호면 안쪽 다니엘 DNA가 있습니다.,calm,,,,PROMENADE,Y,,
D7-04_008,D7-04,8,reaction,dialogue,NARRATION,이블린의 시선이 처음으로 바다에서 벗어났다.,PROMENADE,,,,,N,,
D7-04_009,D7-04,9,offer,dialogue,EVELYN,"그렇다면 거래합시다. 리처드의 은폐를 전부 공개하고, 저는 운영상 과실과 증거 훼손만 인정하죠. 회사가 살아야 피해자 보상도 가능합니다.",controlled,,,,PROMENADE,Y,,
D7-04_010,D7-04,10,choice,choice,PLAYER_CHOICE,거래를 수락하는 척한다,choice,,D7-04_C1,flag:evelyn_extra_confession; morality:deceptive,UI choice,N,D7-04_DEAL,
D7-04_011,D7-04,11,choice,choice,PLAYER_CHOICE,거절한다,choice,,D7-04_C2,flag:evelyn_no_deal; morality:direct,UI choice,N,D7-04_DEAL,
D7-04_012,D7-04,12,choice_result,branch_response,ADRIAN,리처드의 은폐를 공개하고 당신은 과실만 인정한다. 대신 다니엘을 어떻게 불렀는지 정확히 말하세요.,measured,choice(D7-04_C1),,,PROMENADE,Y,D7-04_DEAL,
D7-04_013,D7-04,13,confession,branch_response,EVELYN,"회장 전자서명은 오래전부터 비서실에 위임돼 있었습니다. 초대장을 발송하고, 행사 계정으로 다니엘 태그를 승인했죠.",confident,choice(D7-04_C1),,,PROMENADE,Y,D7-04_DEAL,
D7-04_014,D7-04,14,confession,branch_response,ADRIAN,밸러스트에서는요?,press,choice(D7-04_C1),,,PROMENADE,Y,D7-04_DEAL,
D7-04_015,D7-04,15,confession,branch_response,EVELYN,"그는 원본을 요구했고, 저는 기사를 멈추라고 했습니다. 그가 보호면을 잡아당겼고… 이후는 당신이 이미 아는 대로예요.",low,choice(D7-04_C1),,flag:evelyn_extra_confession; flag:invite_forgery_admitted,PROMENADE,Y,D7-04_DEAL,
D7-04_016,D7-04,16,reveal,branch_response,ADRIAN,거래는 없습니다. 당신의 자백만 기록됐습니다.,firm,choice(D7-04_C1),,,PROMENADE,Y,D7-04_DEAL,
D7-04_017,D7-04,17,reveal,branch_response,EVELYN,수사도 결국 기만을 사용하네요.,cold,choice(D7-04_C1),,,PROMENADE,Y,D7-04_DEAL,
D7-04_018,D7-04,18,choice_result,branch_response,ADRIAN,"거절합니다. 리처드의 죄는 리처드의 것이고, 다니엘의 죽음은 당신의 것입니다. 한쪽을 다른 쪽에 숨기지 않겠습니다.",firm,choice(D7-04_C2),,,PROMENADE,Y,D7-04_DEAL,
D7-04_019,D7-04,19,choice_result,branch_response,EVELYN,그렇게 깨끗한 결론을 내리면 회사 직원 수천 명이 값을 치릅니다.,cold,choice(D7-04_C2),,,PROMENADE,Y,D7-04_DEAL,
D7-04_020,D7-04,20,choice_result,branch_response,ADRIAN,사실은 비용을 요구하지 않습니다. 사람이 비용을 다른 사람에게 넘길 뿐이죠.,calm,choice(D7-04_C2),,flag:evelyn_no_deal,PROMENADE,Y,D7-04_DEAL,
D7-04_021,D7-04,21,inspection,narration,NARRATION,[조사: 위조 초대장 사본],observe,,,,PROMENADE,N,,
D7-04_022,D7-04,22,inspection,inspection,ADRIAN,"리처드의 실제 서명 키, 비서실 발송 서버, 이블린의 행사 계정 승인 기록이 한 문서에 연결된다.",focused,,,,PROMENADE,Y,,
D7-04_023,D7-04,23,evidence,system,SYSTEM,단서 획득: C-01 다니엘의 초대장,system,,,evidence:C-01_confirmed,UI,N,,
D7-04_024,D7-04,24,close,dialogue,EVELYN,내일 호라이즌 룸에서 모두를 모으시겠죠. 그 방이 당신의 무대가 되겠군요.,controlled,,,,PROMENADE,Y,,
D7-04_025,D7-04,25,close,dialogue,ADRIAN,아니요. 무대는 이미 당신이 만들었습니다. 저는 장치를 끄러 갑니다.,calm,,,,PROMENADE,Y,,
D7-04_026,D7-04,26,close,system,SYSTEM,최종 심문 해금. 추가 자백 여부와 도덕성 선택이 저장되었습니다.,system,,,scene_unlock:D8-01,UI,N,,
D8-01_001,D8-01,1,opening,narration,NARRATION,"호라이즌 룸의 가구는 사건 당시 위치로 돌아가 있었다. 천장 패널은 열린 채였고, 세면대는 비어 있었다. 이번에는 방이 아무것도 숨기지 않았다.",observe,D7-04,,,HORIZON,N,,
D8-01_002,D8-01,2,opening,dialogue,THOMAS,전원 참석했습니다. 이 자리의 기록은 귀항 즉시 당국에 전달됩니다.,formal,,,,HORIZON,Y,,
D8-01_003,D8-01,3,opening,dialogue,RICHARD,"시작하시오, 베일.",grave,,,,HORIZON,Y,,
D8-01_004,D8-01,4,thesis,dialogue,ADRIAN,이 방은 잠겨 있지 않았습니다. 그런데도 밀실이었습니다.,calm,,,,HORIZON,Y,,
D8-01_005,D8-01,5,thesis,dialogue,ADRIAN,"외벽으로 나갔다면 물이, 덕트로 나갔다면 먼지가, 점검구로 나갔다면 봉인 자국이 남아야 합니다.",focused,,,,HORIZON,Y,,
D8-01_006,D8-01,6,thesis,dialogue,EVELYN,그래서요? 흔적을 못 찾았다는 것이 증거는 아니죠.,cool,,,,HORIZON,Y,,
D8-01_007,D8-01,7,thesis,dialogue,ADRIAN,맞습니다. 찾지 못한 게 아닙니다. 처음부터 생길 수 없었습니다.,firm,,,,HORIZON,Y,,
D8-01_008,D8-01,8,thesis,dialogue,ADRIAN,범인은 이 방에 들어오지 않았으니까요. 들어온 것은 다니엘의 시신뿐이었습니다.,realization,,,,HORIZON,Y,,
D8-01_009,D8-01,9,accusation,system,SYSTEM,최종 논증 1/6: 다니엘 머서를 살해한 사람을 선택하세요.,tutorial,,,,Accusation UI,N,,
D8-01_010,D8-01,10,choice,choice,PLAYER_CHOICE,이블린 쇼,choice,,D8-01_A1_EVELYN,accusation1:correct,UI choice,N,D8-01_A1,
D8-01_011,D8-01,11,choice,choice,PLAYER_CHOICE,리처드 호손,choice,,D8-01_A1_RICHARD,accusation1:wrong_richard,UI choice,N,D8-01_A1,
D8-01_012,D8-01,12,choice,choice,PLAYER_CHOICE,클레어 호손,choice,,D8-01_A1_CLAIRE,accusation1:wrong_claire,UI choice,N,D8-01_A1,
D8-01_013,D8-01,13,choice,choice,PLAYER_CHOICE,마커스 벨,choice,,D8-01_A1_MARCUS,accusation1:wrong_marcus,UI choice,N,D8-01_A1,
D8-01_014,D8-01,14,accusation,branch_response,ADRIAN,범인은 이블린 쇼입니다.,firm,choice(D8-01_A1_EVELYN),,,HORIZON,Y,D8-01_A1,
D8-01_015,D8-01,15,accusation,branch_response,EVELYN,문체와 권한만으로 사람을 살인자라고 부르는군요.,cold,choice(D8-01_A1_EVELYN),,,HORIZON,Y,D8-01_A1,
D8-01_016,D8-01,16,wrong_accusation,branch_response,ADRIAN,리처드 호손을 지목합니다.,firm,choice(D8-01_A1_RICHARD),,,HORIZON,Y,D8-01_A1,
D8-01_017,D8-01,17,wrong_accusation,branch_response,EVELYN,가장 편리한 결론이네요.,controlled,choice(D8-01_A1_RICHARD),,ending_candidate:C; wrong_strike:+1,HORIZON,Y,D8-01_A1,
D8-01_018,D8-01,18,wrong_accusation,branch_response,ADRIAN,클레어 호손을 지목합니다.,firm,choice(D8-01_A1_CLAIRE),,,HORIZON,Y,D8-01_A1,
D8-01_019,D8-01,19,wrong_accusation,branch_response,CLAIRE,태블릿은 훔쳤지만 다니엘을 죽이지는 않았어요. 내 자작극의 장치 기록이 오히려 그걸 증명합니다.,angry,choice(D8-01_A1_CLAIRE),,wrong_strike:+1,HORIZON,Y,D8-01_A1,
D8-01_020,D8-01,20,wrong_accusation,branch_response,ADRIAN,마커스 벨을 지목합니다.,firm,choice(D8-01_A1_MARCUS),,,HORIZON,Y,D8-01_A1,
D8-01_021,D8-01,21,wrong_accusation,branch_response,MARCUS,"토큰을 빌려준 건 인정합니다. 하지만 보호면 DNA도, 익명 채팅도 제 것이 아닙니다.",shaken,choice(D8-01_A1_MARCUS),,wrong_strike:+1,HORIZON,Y,D8-01_A1,
D8-01_022,D8-01,22,accusation,system,SYSTEM,최종 논증 2/6: 실제 살해 장소를 선택하세요.,tutorial,accusation1:correct or retry,,,Accusation UI,N,,
D8-01_023,D8-01,23,choice,choice,PLAYER_CHOICE,밸러스트 제어 별실,choice,,D8-01_A2_BALLAST,accusation2:correct,UI choice,N,D8-01_A2,
D8-01_024,D8-01,24,choice,choice,PLAYER_CHOICE,호라이즌 룸,choice,,D8-01_A2_HORIZON,accusation2:wrong,UI choice,N,D8-01_A2,
D8-01_025,D8-01,25,choice,choice,PLAYER_CHOICE,보안 금고,choice,,D8-01_A2_VAULT,accusation2:wrong,UI choice,N,D8-01_A2,
D8-01_026,D8-01,26,choice,choice,PLAYER_CHOICE,7층 서비스 구역 계단,choice,,D8-01_A2_SERVICE,accusation2:wrong,UI choice,N,D8-01_A2,
D8-01_027,D8-01,27,accusation,branch_response,ADRIAN,다니엘이 살해된 곳은 7층 밸러스트 제어 별실입니다.,focused,choice(D8-01_A2_BALLAST),,,HORIZON,Y,D8-01_A2,
D8-01_028,D8-01,28,accusation,branch_response,HELENA,"구두 밑창 고무, 세척된 혈흔, 질소 로그가 모두 그 장소를 가리킵니다.",clinical,choice(D8-01_A2_BALLAST),,,HORIZON,Y,D8-01_A2,
D8-01_029,D8-01,29,wrong_accusation,branch_response,ADRIAN,호라이즌 룸이 실제 살해 장소입니다.,firm,choice(D8-01_A2_HORIZON),,,HORIZON,Y,D8-01_A2,
D8-01_030,D8-01,30,wrong_accusation,branch_response,HELENA,혈흔 중심과 사망 시각이 맞지 않습니다. 시신은 여기서 사망하지 않았어요.,corrective,choice(D8-01_A2_HORIZON),,wrong_strike:+1,HORIZON,Y,D8-01_A2,
D8-01_031,D8-01,31,wrong_accusation,branch_response,ADRIAN,보안 금고가 살해 장소입니다.,firm,choice(D8-01_A2_VAULT),,,HORIZON,Y,D8-01_A2,
D8-01_032,D8-01,32,wrong_accusation,branch_response,THOMAS,금고는 모듈 훼손 장소일 뿐입니다. 다니엘의 출입 기록도 없습니다.,corrective,choice(D8-01_A2_VAULT),,wrong_strike:+1,HORIZON,Y,D8-01_A2,
D8-01_033,D8-01,33,wrong_accusation,branch_response,ADRIAN,7층 서비스 구역 계단이 살해 장소입니다.,firm,choice(D8-01_A2_SERVICE),,,HORIZON,Y,D8-01_A2,
D8-01_034,D8-01,34,wrong_accusation,branch_response,MARCUS,그곳은 다니엘의 마지막 공개 동선입니다. 혈흔도 질소 기록도 없습니다.,corrective,choice(D8-01_A2_SERVICE),,wrong_strike:+1,HORIZON,Y,D8-01_A2,
D8-01_035,D8-01,35,accusation,system,SYSTEM,최종 논증 3/6: 직접 사인을 선택하세요.,tutorial,accusation2:correct or retry,,,Accusation UI,N,,
D8-01_036,D8-01,36,choice,choice,PLAYER_CHOICE,질소 노출에 의한 질식,choice,,D8-01_A3_SUFFOCATION,accusation3:correct,UI choice,N,D8-01_A3,
D8-01_037,D8-01,37,choice,choice,PLAYER_CHOICE,옆구리 자상에 의한 과다출혈,choice,,D8-01_A3_STAB,accusation3:wrong,UI choice,N,D8-01_A3,
D8-01_038,D8-01,38,choice,choice,PLAYER_CHOICE,세면대 물에 의한 익사,choice,,D8-01_A3_DROWNING,accusation3:wrong,UI choice,N,D8-01_A3,
D8-01_039,D8-01,39,choice,choice,PLAYER_CHOICE,안정제 과다복용,choice,,D8-01_A3_DRUG,accusation3:wrong,UI choice,N,D8-01_A3,
D8-01_040,D8-01,40,accusation,branch_response,ADRIAN,직접 사인은 질소 노출에 의한 질식입니다. 자상은 비치명상이었습니다.,focused,choice(D8-01_A3_SUFFOCATION),,,HORIZON,Y,D8-01_A3,
D8-01_041,D8-01,41,accusation,branch_response,HELENA,폐·혈액 소견과 21시 43분 질소 퍼지 로그가 일치합니다.,clinical,choice(D8-01_A3_SUFFOCATION),,,HORIZON,Y,D8-01_A3,
D8-01_042,D8-01,42,wrong_accusation,branch_response,ADRIAN,자상 과다출혈이 직접 사인입니다.,firm,choice(D8-01_A3_STAB),,,HORIZON,Y,D8-01_A3,
D8-01_043,D8-01,43,wrong_accusation,branch_response,HELENA,상처는 큰 혈관을 피했고 출혈량도 치명적이지 않았습니다.,corrective,choice(D8-01_A3_STAB),,wrong_strike:+1,HORIZON,Y,D8-01_A3,
D8-01_044,D8-01,44,wrong_accusation,branch_response,ADRIAN,세면대 물로 익사했습니다.,firm,choice(D8-01_A3_DROWNING),,,HORIZON,Y,D8-01_A3,
D8-01_045,D8-01,45,wrong_accusation,branch_response,HELENA,기도에 물이 없습니다. 세면대는 현장 연출 장치였어요.,corrective,choice(D8-01_A3_DROWNING),,wrong_strike:+1,HORIZON,Y,D8-01_A3,
D8-01_046,D8-01,46,wrong_accusation,branch_response,ADRIAN,안정제 과다복용입니다.,firm,choice(D8-01_A3_DRUG),,,HORIZON,Y,D8-01_A3,
D8-01_047,D8-01,47,wrong_accusation,branch_response,HELENA,혈중 농도는 처방량과 일치합니다. 약은 저항과 사망 추정을 늦췄을 뿐입니다.,corrective,choice(D8-01_A3_DRUG),,wrong_strike:+1,HORIZON,Y,D8-01_A3,
D8-01_048,D8-01,48,accusation,system,SYSTEM,최종 논증 4/6: 시신 운반 방법을 선택하세요.,tutorial,accusation3:correct or retry,,,Accusation UI,N,,
D8-01_049,D8-01,49,choice,choice,PLAYER_CHOICE,천장 화물 레일과 운반백,choice,,D8-01_A4_RAIL,accusation4:correct,UI choice,N,D8-01_A4,
